cube_id,exit_code,wall_seconds
z04352_y02048_x01536,-2,0.00
z04352_y02176_x01536,-2,0.00
z04352_y02176_x01664,0,2.34
z04352_y02048_x01792,0,8.31
z04352_y02048_x03456,0,12.04
z04352_y02048_x03584,0,13.99
z04352_y02048_x03328,0,16.83
z04352_y02176_x02688,0,18.24
z04352_y02176_x03328,0,18.13
z04352_y02176_x03456,0,12.27
z04352_y02048_x02944,0,20.92
z04352_y02304_x01536,0,0.82
z04352_y02048_x02816,0,22.78
z04352_y02048_x03072,0,23.40
z04352_y02176_x02816,0,24.33
z04352_y02048_x03200,0,24.61
z04352_y02176_x02944,0,25.36
z04352_y02176_x03584,0,13.55
z04352_y02176_x03200,0,30.53
z04352_y02176_x03072,0,30.75
z04352_y02048_x03712,0,32.34
z04352_y02176_x02560,0,38.00
z04352_y02048_x02688,0,38.33
z04352_y02048_x02048,0,41.50
z04352_y02176_x03712,0,28.63
z04352_y02048_x02560,0,44.76
z04352_y02048_x03968,0,45.03
z04352_y02304_x02560,0,19.56
z04352_y02304_x01664,0,26.06
z04352_y02176_x03840,0,32.81
z04352_y02176_x03968,0,32.20
z04352_y02176_x02048,0,50.78
z04352_y02304_x02688,0,22.11
z04352_y02304_x03328,0,11.95
z04352_y02048_x04096,0,53.84
z04352_y02048_x03840,0,55.26
z04352_y02304_x03456,0,12.70
z04352_y02304_x03200,0,18.20
z04352_y02176_x01920,0,58.70
z04352_y02304_x03584,0,15.03
z04352_y02304_x03712,0,17.18
z04352_y02304_x01920,0,40.32
z04352_y02176_x01792,0,63.99
z04352_y02304_x02816,0,33.64
z04352_y02176_x04096,0,44.27
z04352_y02304_x03072,0,29.92
z04352_y02304_x02432,0,42.58
z04352_y02304_x02944,0,36.51
z04352_y02304_x03840,0,25.09
z04352_y02304_x04096,0,24.45
z04352_y02432_x01536,0,24.20
z04352_y02048_x02176,0,77.34
z04352_y02304_x03968,0,30.79
z04352_y02432_x03968,0,11.75
z04352_y02048_x02304,0,86.19
z04352_y02432_x02560,0,27.40
z04352_y02304_x02048,0,64.42
z04352_y02432_x03456,0,23.98
z04352_y02432_x03200,0,29.20
z04352_y02048_x01920,0,93.96
z04352_y02432_x03840,0,23.66
z04352_y02432_x02816,0,31.78
z04352_y02432_x03584,0,27.14
z04352_y02304_x02176,0,71.11
z04352_y02432_x02048,0,42.05
z04352_y02432_x03328,0,31.23
z04352_y02432_x02944,0,33.26
z04352_y02048_x02432,0,97.41
z04352_y02176_x02176,0,101.11
z04352_y02432_x02432,0,46.89
z04352_y02432_x03072,0,39.69
z04352_y02176_x02304,0,104.37
z04352_y02432_x01792,0,52.58
z04352_y02432_x04096,0,32.05
z04352_y02176_x02432,0,107.92
z04352_y02432_x01920,0,54.67
z04352_y02432_x03712,0,39.61
z04352_y02304_x01792,0,87.47
z04352_y02560_x03456,0,15.62
z04352_y02560_x03328,0,20.61
z04352_y02560_x03584,0,21.06
z04352_y02432_x02176,0,63.58
z04352_y02432_x02688,0,59.10
z04352_y02560_x02944,0,27.21
z04352_y02560_x01920,0,37.92
z04352_y02560_x03072,0,29.52
z04352_y02560_x02560,0,31.59
z04352_y02560_x01664,0,48.11
z04352_y02560_x03200,0,31.10
z04352_y02560_x02688,0,35.23
z04352_y02560_x02816,0,35.43
z04352_y02560_x02048,0,44.68
z04352_y02560_x04096,0,27.69
z04352_y02560_x03712,0,40.09
z04352_y02688_x03456,0,16.50
z04352_y02560_x03840,0,39.34
z04352_y02560_x02432,0,50.10
z04352_y02560_x03968,0,41.56
z04352_y02688_x01920,0,37.53
z04352_y02688_x02432,0,29.61
z04352_y02688_x03328,0,22.61
z04352_y02688_x01664,0,41.46
z04352_y02688_x02944,0,26.04
z04352_y02688_x03200,0,23.51
z04352_y02688_x03072,0,27.01
z04352_y02688_x02816,0,34.68
z04352_y02432_x01664,0,103.96
z04352_y02688_x03968,0,25.13
z04352_y02688_x03584,0,29.13
z04352_y02304_x02304,0,132.90
z04352_y02688_x03712,0,28.66
z04352_y02560_x01792,0,72.46
z04352_y02688_x04096,0,28.12
z04352_y02688_x01792,0,53.85
z04352_y02688_x02688,0,44.13
z04352_y02688_x03840,0,34.72
z04352_y02816_x02688,0,17.05
z04352_y02816_x02944,0,16.17
z04352_y02816_x03072,0,13.95
z04352_y02816_x02304,0,21.59
z04352_y02816_x02816,0,20.51
z04352_y02816_x02560,0,22.14
z04352_y02816_x02432,0,23.09
z04352_y02688_x02560,0,54.84
z04352_y02816_x03200,0,18.69
z04352_y02816_x03456,0,19.07
z04352_y02560_x02176,0,87.49
z04352_y02816_x03328,0,19.30
z04352_y02816_x03584,0,18.51
z04352_y02688_x02304,0,65.32
z04352_y02560_x02304,0,85.46
z04352_y02816_x01536,0,40.58
z04352_y02816_x03712,0,25.51
z04352_y02816_x01792,0,40.66
z04352_y02816_x03840,0,26.19
z04352_y02944_x02432,0,14.53
z04352_y02944_x02304,0,19.36
z04352_y02816_x03968,0,28.42
z04352_y02816_x04096,0,27.83
z04352_y02560_x01536,0,112.65
z04352_y02944_x03072,0,19.14
z04352_y02688_x02048,0,86.18
z04352_y02944_x02560,0,24.56
z04352_y02944_x02176,0,28.57
z04352_y02944_x02048,0,29.63
z04352_y02944_x03456,0,21.20
z04352_y02944_x03968,0,15.10
z04352_y02944_x03840,0,15.30
z04352_y02944_x03712,0,18.70
z04352_y02944_x02944,0,25.96
z04352_y02944_x03200,0,26.89
z04352_y02688_x02176,0,94.57
z04352_y02944_x01536,0,41.71
z04352_y02944_x03328,0,30.05
z04352_y02944_x04096,0,21.96
z04352_y02816_x02048,0,62.50
z04352_y02816_x01664,0,66.23
z04352_y03072_x02304,0,14.47
z04352_y03072_x03200,0,9.08
z04352_y03072_x02944,0,12.69
z04352_y02944_x01664,0,48.23
z04352_y03072_x03328,0,11.99
z04352_y03072_x01920,0,24.37
z04352_y02944_x03584,0,36.94
z04352_y02816_x02176,0,69.18
z04352_y03072_x03456,0,13.13
z04352_y02816_x01920,0,71.64
z04352_y03072_x03072,0,18.06
z04352_y03072_x03840,0,10.81
z04352_y03072_x03968,0,10.63
z04352_y02944_x01920,0,51.56
z04352_y03072_x04096,0,11.41
z04352_y02944_x02688,0,46.51
z04352_y03072_x02432,0,24.90
z04352_y03072_x03712,0,16.59
z04352_y03072_x03584,0,18.03
z04352_y02944_x02816,0,48.22
z04352_y03200_x03456,0,4.25
z04352_y03072_x02816,0,26.23
z04352_y02688_x01536,0,121.30
z04352_y03200_x03200,0,10.75
z04352_y03072_x01536,0,43.53
z04352_y03200_x03968,0,7.70
z04352_y03200_x03328,0,11.51
z04352_y03072_x02048,0,41.35
z04352_y03200_x03712,0,10.85
z04352_y03200_x02944,0,14.83
z04352_y03200_x03584,0,11.93
z04352_y03200_x03072,0,15.84
z04352_y03072_x02688,0,36.26
z04352_y03200_x02432,0,19.60
z04352_y03200_x03840,0,14.97
z04352_y03200_x02560,0,21.44
z04352_y03200_x02304,0,25.96
z04352_y03072_x02560,0,43.63
z04352_y03200_x02816,0,25.42
z04352_y03328_x02816,0,9.67
z04352_y03328_x02432,0,13.34
z04352_y03328_x02944,0,13.04
z04352_y03328_x03328,0,9.97
z04352_y03200_x02688,0,32.89
z04352_y03328_x03456,0,12.03
z04352_y03328_x02688,0,19.26
z04352_y03328_x02560,0,19.66
z04352_y03328_x03200,0,22.12
z04352_y03072_x01664,0,67.74
z04352_y03328_x03072,0,24.19
z04352_y03200_x01920,0,47.72
z04352_y03328_x03584,0,19.35
z04352_y03328_x03840,0,18.66
z04352_y03200_x04096,0,38.09
z04352_y03328_x03712,0,20.92
z04352_y02944_x01792,0,96.88
z04352_y03456_x02432,0,6.90
z04352_y03200_x01792,0,55.69
z04352_y03328_x02176,0,36.28
z04352_y03200_x01664,0,56.58
z04352_y03328_x02048,0,37.43
z04352_y03200_x02176,0,52.77
z04352_y03328_x02304,0,37.00
z04352_y03072_x02176,0,73.89
z04352_y03456_x02304,0,15.05
z04352_y03328_x01792,0,47.84
z04352_y03456_x02560,0,17.32
z04352_y03328_x03968,0,34.37
z04352_y03456_x02688,0,18.54
z04352_y03456_x03712,0,14.64
z04352_y03456_x03072,0,20.43
z04352_y03456_x03200,0,20.01
z04352_y03328_x04096,0,36.55
z04352_y03584_x02432,0,1.86
z04352_y03456_x02816,0,24.59
z04352_y03456_x03328,0,22.67
z04352_y03456_x03840,0,19.91
z04352_y03456_x03456,0,23.09
z04352_y03456_x02048,0,35.63
z04352_y03456_x03584,0,21.61
z04352_y03456_x01664,0,41.36
z04352_y03584_x02304,0,12.02
z04352_y03456_x02944,0,30.96
z04352_y03584_x02560,0,10.53
z04352_y03328_x01664,0,68.24
z04352_y03456_x01920,0,45.79
z04352_y03456_x02176,0,44.01
z04352_y03584_x02176,0,20.11
z04352_y03584_x02688,0,16.71
z04352_y03328_x01536,0,76.00
z04352_y03328_x01920,0,71.83
z04352_y03584_x03584,0,14.06
z04352_y03200_x02048,0,89.11
z04352_y03584_x02048,0,26.78
z04352_y03584_x02816,0,20.91
z04352_y03456_x01536,0,57.85
z04352_y03584_x03712,0,17.03
z04352_y03200_x01536,0,96.68
z04352_y03584_x03072,0,24.12
z04352_y03584_x04096,0,18.13
z04352_y03584_x02944,0,26.81
z04352_y03584_x03328,0,23.56
z04352_y03456_x04096,0,44.38
z04352_y03584_x03456,0,24.46
z04352_y03584_x01664,0,43.03
z04352_y03584_x01536,0,43.99
z04352_y03584_x03200,0,26.95
z04352_y03712_x02048,0,16.84
z04352_y03456_x03968,0,49.18
z04352_y03712_x02560,0,17.09
z04352_y03712_x02688,0,17.57
z04352_y03456_x01792,0,71.33
z04352_y03584_x03840,0,32.02
z04352_y03712_x01536,0,28.96
z04352_y03712_x02304,0,20.40
z04352_y03584_x01920,0,46.95
z04352_y03712_x01920,0,26.56
z04352_y03712_x03456,0,13.98
z04352_y03712_x02176,0,24.40
z04352_y03712_x02432,0,23.42
z04352_y03712_x04096,0,12.49
z04352_y03072_x01792,0,137.72
z04352_y03712_x02816,0,25.46
z04352_y03712_x03584,0,18.91
z04352_y03712_x01664,0,34.70
z04352_y03712_x03712,0,20.02
z04352_y03840_x01664,0,18.90
z04352_y03712_x03328,0,27.68
z04352_y03840_x01536,0,21.65
z04352_y03584_x01792,0,62.55
z04352_y03712_x03968,0,26.09
z04352_y03840_x01920,0,24.98
z04352_y03840_x03072,0,16.79
z04352_y03840_x02304,0,19.73
z04352_y03712_x01792,0,45.10
z04352_y03840_x03968,0,11.73
z04352_y03840_x02048,0,24.76
z04352_y03584_x03968,0,51.35
z04352_y03840_x03200,0,20.16
z04352_y03840_x01792,0,30.59
z04352_y03840_x04096,0,15.62
z04352_y03840_x02944,0,22.02
z04352_y03840_x02432,0,25.19
z04352_y03840_x02816,0,25.08
z04352_y03840_x03328,0,23.98
z04352_y03840_x03584,0,24.02
z04352_y03840_x02688,0,27.89
z04352_y03840_x02176,0,30.60
z04352_y03840_x03712,0,23.31
z04352_y03840_x03840,0,24.46
z04352_y03712_x03840,0,42.58
z04352_y03840_x03456,0,31.52
z04352_y03968_x01664,0,26.60
z04352_y03968_x01920,0,24.65
z04352_y03968_x01792,0,25.13
z04352_y03968_x01536,0,29.34
z04352_y03968_x02048,0,26.02
z04352_y03840_x02560,0,43.09
z04352_y03968_x03968,0,18.77
z04352_y03968_x03584,0,23.94
z04352_y03712_x02944,0,67.20
z04352_y03968_x03840,0,25.67
z04352_y03968_x03456,0,28.33
z04352_y03968_x03712,0,28.69
z04352_y03968_x02176,0,40.99
z04352_y03968_x03328,0,34.89
z04352_y04096_x01664,0,29.60
z04352_y03968_x02688,0,39.74
z04352_y04096_x01536,0,32.33
z04352_y03968_x03200,0,38.22
z04352_y04096_x02176,0,28.80
z04352_y04096_x01792,0,38.12
z04352_y03968_x02304,0,50.42
z04352_y03968_x03072,0,48.29
z04352_y03968_x02944,0,49.68
z04352_y03968_x02560,0,54.98
z04352_y04096_x03456,0,23.60
z04352_y03968_x02432,0,55.91
z04352_y03712_x03072,0,91.49
z04352_y04096_x03584,0,23.48
z04352_y04096_x01920,0,46.11
z04352_y04096_x04096,0,20.00
z04352_y04096_x03200,0,31.03
z04352_y04096_x02048,0,50.38
z04352_y04096_x03712,0,28.85
z04352_y03968_x02816,0,63.62
z04352_y04096_x03328,0,36.19
z04352_y04096_x02304,0,48.75
z04352_y04096_x03840,0,28.61
z04352_y04096_x02816,0,46.63
z04352_y04096_x02560,0,48.47
z04352_y04224_x03328,0,12.04
z04352_y04096_x03072,0,45.51
z04352_y04224_x03456,0,12.30
z04352_y04096_x03968,0,33.96
z04352_y04224_x03584,0,13.04
z04352_y04224_x03200,0,17.70
z04352_y04224_x01536,0,38.85
z04352_y04224_x03968,0,12.44
z04352_y04224_x03072,0,22.91
z04352_y04224_x03712,0,18.74
z04352_y04224_x03840,0,19.10
z04352_y03712_x03200,0,119.50
z04352_y04224_x02176,0,35.40
z04352_y03968_x04096,0,77.50
z04352_y04224_x01920,0,41.45
z04352_y04224_x04096,0,20.28
z04352_y02432_x02304,0,373.56
z04352_y04224_x02048,0,42.57
z04352_y04224_x02688,0,38.10
z04352_y04096_x02944,0,72.07
z04352_y04096_x02432,0,78.82
z04352_y04224_x02560,0,49.40
z04352_y04224_x02944,0,50.82
z04352_y04352_x03584,0,21.61
z04352_y04224_x02304,0,57.90
z04352_y04352_x03840,0,21.23
z04352_y04352_x03456,0,24.04
z04352_y04480_x02560,0,1.14
z04352_y04480_x02688,0,0.68
z04352_y04480_x02816,-2,0.00
z04352_y04096_x02688,0,92.03
z04352_y04352_x02048,0,40.65
z04352_y04352_x03712,0,26.78
z04352_y04480_x02944,0,2.99
z04352_y04224_x01792,0,78.24
z04352_y04352_x02304,0,48.02
z04352_y04480_x02432,0,12.56
z04352_y04480_x03072,0,9.73
z04352_y04352_x04096,0,30.24
z04352_y04480_x03968,0,1.45
z04352_y04352_x03968,0,33.03
z04352_y04480_x04096,0,1.14
z04352_y04480_x03712,0,2.90
z04352_y04608_x01920,-2,0.00
z04352_y04608_x02048,-2,0.00
z04352_y04608_x02432,-2,0.00
z04352_y04608_x02560,-2,0.00
z04352_y04352_x01536,0,56.51
z04352_y04608_x02688,-2,0.00
z04352_y04608_x02816,-2,0.00
z04352_y04608_x02944,-2,0.00
z04352_y04608_x03072,-2,0.00
z04352_y04608_x03200,-2,0.00
z04352_y04608_x03328,-2,0.00
z04352_y04608_x03456,-2,0.00
z04352_y04608_x03584,-2,0.00
z04352_y04480_x03840,0,3.09
z04352_y04608_x03712,-2,0.00
z04352_y04608_x03840,-2,0.00
z04352_y04608_x03968,-2,0.00
z04352_y04608_x04096,-2,0.00
z04480_y02048_x01536,-2,0.00
z04352_y04480_x02176,0,17.14
z04352_y04352_x02688,0,46.38
z04352_y04480_x03456,0,11.72
z04352_y04352_x02816,0,47.59
z04352_y04480_x03584,0,7.14
z04352_y04224_x02432,0,77.22
z04352_y04480_x03328,0,15.77
z04352_y04480_x02304,0,20.70
z04352_y04608_x01792,0,7.46
z04352_y04608_x01536,0,9.05
z04352_y04352_x02560,0,55.77
z04352_y04352_x02432,0,56.52
z04480_y02048_x01792,0,9.94
z04352_y04480_x03200,0,26.23
z04352_y04352_x02176,0,68.55
z04352_y04352_x01920,0,72.57
z04480_y02048_x02816,0,22.74
z04352_y04480_x01920,0,46.45
z04352_y04352_x03328,0,66.70
z04480_y02176_x01536,0,0.74
z04480_y02176_x01664,0,2.11
z04352_y04480_x01664,0,60.17
z04480_y02048_x02688,0,29.52
z04352_y04352_x03072,0,74.87
z04352_y04224_x02816,0,104.89
z04480_y02048_x03456,0,28.27
z04480_y02048_x02944,0,32.95
z04480_y02048_x03584,0,29.57
z04480_y02048_x03328,0,31.69
z04352_y04608_x01664,0,42.01
z04352_y04480_x02048,0,57.91
z04480_y02048_x03712,0,31.27
z04480_y02048_x03072,0,38.69
z04480_y02048_x03200,0,37.48
z04480_y02048_x03968,0,29.84
z04352_y04352_x02944,0,92.99
z04480_y02048_x03840,0,33.80
z04480_y02048_x02432,0,47.57
z04480_y02304_x01536,0,1.39
z04352_y04480_x01792,0,81.43
z04480_y02048_x04096,0,35.58
z04480_y02176_x03328,0,15.52
z04480_y02176_x02944,0,19.15
z04480_y02176_x02816,0,20.96
z04480_y02048_x02560,0,58.08
z04480_y02176_x03072,0,23.42
z04480_y02176_x03200,0,24.46
z04480_y02176_x02688,0,29.07
z04480_y02176_x02560,0,29.54
z04352_y04224_x01664,0,149.89
z04480_y02176_x03456,0,26.98
z04480_y02176_x03584,0,27.10
z04352_y04352_x01792,0,127.21
z04352_y04352_x03200,0,113.15
z04352_y04352_x01664,0,128.89
z04480_y02176_x03840,0,28.38
z04352_y04480_x01536,0,105.81
z04480_y02176_x03712,0,31.65
z04480_y02176_x04096,0,28.19
z04480_y02176_x03968,0,28.91
z04480_y02048_x02176,0,78.14
z04480_y02304_x02560,0,16.16
z04480_y02304_x02688,0,18.10
z04480_y02304_x03456,0,14.41
z04480_y02304_x03328,0,15.86
z04480_y02304_x03584,0,14.66
z04480_y02176_x01792,0,61.87
z04480_y02304_x03200,0,21.22
z04480_y02304_x02432,0,29.07
z04480_y02048_x02304,0,88.70
z04480_y02304_x03072,0,26.47
z04480_y02304_x03712,0,21.10
z04480_y02048_x02048,0,95.60
z04480_y02304_x02816,0,32.63
z04480_y02304_x04096,0,23.26
z04480_y02176_x02432,0,69.31
z04480_y02176_x01920,0,75.35
z04480_y02304_x02944,0,37.94
z04480_y02304_x03968,0,28.92
z04480_y02304_x03840,0,30.32
z04480_y02304_x01920,0,52.76
z04480_y02176_x02048,0,82.58
z04480_y02432_x03328,0,16.11
z04480_y02432_x02944,0,22.62
z04480_y02432_x03200,0,20.77
z04480_y02432_x02816,0,25.01
z04480_y02304_x01792,0,61.40
z04480_y02432_x03456,0,18.25
z04480_y02432_x02432,0,31.58
z04480_y02432_x01536,0,42.73
z04480_y02432_x02560,0,32.05
z04480_y02432_x01792,0,42.59
z04480_y02432_x03968,0,19.34
z04480_y02432_x04096,0,19.37
z04480_y02432_x03072,0,30.21
z04480_y02432_x03584,0,24.92
z04480_y02432_x01920,0,48.91
z04480_y02304_x01664,0,80.93
z04480_y02432_x03712,0,29.74
z04480_y02432_x02688,0,43.51
z04480_y02432_x03840,0,33.60
z04480_y02560_x03328,0,14.32
z04480_y02560_x03072,0,17.70
z04480_y02560_x03200,0,16.10
z04480_y02560_x03456,0,17.53
z04480_y02560_x02560,0,27.52
z04480_y02560_x02944,0,24.84
z04480_y02176_x02304,0,114.09
z04480_y02432_x01664,0,71.68
z04480_y02048_x01920,0,149.25
z04480_y02560_x03584,0,27.27
z04480_y02560_x02688,0,32.74
z04480_y02560_x01920,0,40.35
z04480_y02304_x02304,0,94.94
z04480_y02560_x02816,0,34.57
z04480_y02560_x01664,0,45.95
z04480_y02560_x02432,0,39.02
z04480_y02560_x04096,0,24.28
z04480_y02560_x03968,0,29.52
z04480_y02560_x01792,0,51.07
z04480_y02560_x02304,0,48.92
z04480_y02432_x02048,0,82.98
z04480_y02560_x03840,0,36.14
z04480_y02560_x03712,0,40.28
z04480_y02176_x02176,0,138.07
z04480_y02688_x03328,0,21.21
z04480_y02688_x03456,0,21.73
z04480_y02688_x03200,0,22.84
z04480_y02304_x02048,0,120.62
z04480_y02688_x03072,0,25.45
z04480_y02432_x02304,0,91.48
z04480_y02688_x02944,0,28.24
z04480_y02688_x01792,0,40.47
z04480_y02688_x03584,0,24.40
z04480_y02688_x01664,0,47.64
z04480_y02688_x03712,0,29.31
z04480_y02688_x02816,0,36.93
z04480_y02688_x04096,0,25.14
z04480_y02688_x02432,0,42.35
z04480_y02688_x03840,0,29.45
z04480_y02688_x03968,0,28.71
z04480_y02304_x02176,0,134.99
z04480_y02688_x01920,0,59.95
z04480_y02816_x02304,0,24.55
z04480_y02816_x03072,0,25.20
z04480_y02688_x02688,0,56.33
z04480_y02816_x02944,0,26.33
z04480_y02816_x02432,0,29.14
z04480_y02816_x02688,0,28.51
z04480_y02816_x02816,0,27.62
z04480_y02816_x03456,0,19.60
z04480_y02688_x02560,0,60.52
z04480_y02816_x01664,0,41.87
z04480_y02816_x03584,0,20.54
z04480_y02560_x02176,0,95.51
z04480_y02816_x03328,0,23.26
z04480_y02816_x02560,0,32.48
z04480_y02816_x03200,0,25.06
z04480_y02432_x02176,0,128.52
z04480_y02816_x03712,0,25.56
z04480_y02688_x02304,0,69.61
z04480_y02816_x03840,0,29.29
z04480_y02816_x03968,0,31.05
z04480_y02944_x02432,0,15.90
z04480_y02816_x04096,0,31.04
z04480_y02816_x02048,0,49.91
z04480_y02816_x01536,0,59.11
z04480_y02944_x02560,0,19.88
z04480_y02688_x02176,0,83.75
z04480_y02944_x02304,0,21.33
z04480_y02944_x03840,0,14.26
z04480_y02944_x03072,0,22.11
z04480_y02944_x01536,0,33.71
z04480_y02944_x03712,0,21.79
z04480_y02944_x03968,0,16.74
z04480_y02944_x03200,0,29.04
z04480_y03072_x02304,0,13.03
z04480_y02944_x03456,0,31.70
z04480_y02944_x04096,0,20.02
z04480_y02944_x01920,0,38.01
z04480_y02944_x03328,0,33.83
z04480_y02944_x01664,0,43.86
z04480_y02944_x03584,0,32.97
z04480_y02944_x02944,0,40.09
z04480_y03072_x02432,0,22.15
z04480_y03072_x03200,0,11.79
z04480_y03072_x02944,0,16.26
z04480_y02560_x01536,0,148.76
z04480_y03072_x03072,0,15.13
z04480_y03072_x03456,0,12.30
z04480_y03072_x03968,0,8.52
z04480_y03072_x03840,0,11.01
z04480_y03072_x03328,0,14.43
z04480_y02944_x02688,0,48.96
z04480_y03072_x03584,0,14.99
z04480_y02944_x02176,0,53.25
z04480_y03072_x04096,0,12.54
z04480_y03072_x03712,0,18.24
z04480_y02944_x02816,0,53.44
z04480_y02688_x02048,0,122.78
z04480_y02816_x01792,0,97.17
z04480_y02816_x01920,0,97.61
z04480_y03200_x03456,0,5.93
z04480_y03072_x01920,0,45.16
z04480_y03072_x02816,0,34.67
z04480_y03200_x03328,0,9.20
z04480_y03200_x02304,0,17.02
z04480_y03072_x01536,0,49.64
z04480_y03072_x02560,0,42.44
z04480_y03200_x03200,0,12.53
z04480_y03072_x02688,0,42.28
z04480_y03200_x03584,0,11.65
z04480_y03200_x02944,0,17.80
z04480_y03200_x03712,0,9.84
z04480_y03072_x02048,0,51.98
z04480_y03200_x03072,0,17.90
z04480_y03200_x03840,0,11.43
z04480_y03200_x03968,0,12.69
z04480_y03200_x02560,0,26.84
z04480_y03200_x02432,0,28.25
z04480_y02944_x02048,0,78.61
z04480_y03328_x02816,0,6.53
z04480_y03328_x02944,0,7.39
z04480_y03328_x03456,0,5.55
z04480_y03200_x02688,0,32.81
z04480_y03200_x04096,0,21.46
z04480_y03328_x02432,0,16.09
z04480_y03072_x02176,0,66.72
z04480_y03072_x01792,0,70.08
z04480_y03328_x03328,0,10.99
z04480_y03328_x02688,0,17.28
z04480_y03328_x02560,0,19.78
z04480_y03200_x02816,0,41.94
z04480_y03328_x03200,0,17.47
z04480_y02944_x01792,0,96.10
z04480_y03200_x01664,0,49.60
z04480_y03328_x02304,0,26.78
z04480_y03328_x03712,0,16.49
z04480_y03328_x03072,0,22.11
z04480_y03328_x03584,0,20.03
z04480_y03328_x03968,0,15.95
z04480_y03456_x02432,0,7.84
z04480_y02816_x02176,0,135.23
z04480_y03328_x03840,0,22.73
z04480_y03072_x01664,0,89.79
z04480_y03456_x02304,0,13.99
z04480_y03456_x03328,0,8.33
z04480_y03200_x02048,0,62.99
z04480_y02560_x02048,0,205.57
z04480_y03328_x02048,0,43.89
z04480_y03456_x02560,0,17.97
z04480_y03456_x02688,0,16.78
z04480_y03200_x01920,0,65.88
z04480_y03328_x02176,0,44.09
z04480_y03456_x03200,0,13.98
z04480_y03328_x01536,0,50.63
z04480_y03584_x02432,0,2.49
z04480_y03328_x01792,0,50.91
z04480_y03456_x03072,0,21.57
z04480_y03456_x02816,0,24.09
z04480_y03456_x03712,0,15.26
z04480_y03584_x02304,0,9.12
z04480_y03456_x03840,0,16.86
z04480_y03456_x02048,0,35.22
z04480_y03456_x03456,0,22.98
z04480_y03584_x02560,0,10.81
z04480_y02688_x01536,0,198.58
z04480_y03200_x01792,0,84.36
z04480_y03456_x03584,0,27.07
z04480_y03584_x03072,0,12.67
z04480_y03584_x03200,0,13.02
z04480_y03456_x02944,0,36.40
z04480_y03584_x02688,0,19.92
z04480_y03328_x01664,0,70.83
z04480_y03200_x01536,0,91.42
z04480_y03584_x02816,0,20.61
z04480_y03456_x01792,0,49.48
z04480_y03584_x03712,0,15.00
z04480_y03456_x02176,0,50.24
z04480_y03584_x02176,0,28.85
z04480_y03584_x02048,0,29.64
z04480_y03456_x03968,0,35.62
z04480_y03328_x04096,0,58.24
z04480_y03200_x02176,0,96.60
z04480_y03584_x03584,0,20.01
z04480_y03584_x02944,0,27.89
z04480_y03456_x01536,0,63.70
z04480_y03584_x03840,0,24.56
z04480_y03584_x03456,0,28.41
z04480_y03712_x02304,0,16.51
z04480_y03584_x04096,0,22.27
z04480_y03712_x01664,0,21.46
z04480_y03584_x03328,0,34.75
z04480_y03712_x02560,0,19.46
z04480_y03712_x02688,0,17.17
z04480_y03712_x01920,0,24.04
z04480_y03456_x04096,0,50.43
z04480_y03712_x02048,0,22.77
z04480_y03712_x03584,0,14.34
z04480_y03712_x02176,0,23.31
z04480_y03712_x02432,0,24.08
z04480_y03584_x01664,0,51.36
z04480_y03712_x02944,0,21.55
z04480_y03712_x03456,0,18.88
z04480_y03712_x03072,0,22.09
z04480_y03456_x01920,0,77.11
z04480_y03712_x02816,0,25.26
z04480_y03584_x03968,0,38.29
z04480_y03584_x01920,0,54.50
z04480_y03840_x01536,0,14.08
z04480_y03840_x01664,0,15.48
z04480_y03712_x04096,0,19.01
z04480_y03584_x01792,0,59.49
z04480_y03712_x03968,0,21.50
z04480_y03712_x03712,0,27.49
z04480_y03712_x01536,0,46.49
z04480_y03456_x01664,0,89.99
z04480_y03712_x03840,0,27.60
z04480_y03840_x02816,0,18.89
z04480_y03840_x01920,0,24.03
z04480_y03840_x01792,0,25.60
z04480_y03840_x02048,0,23.76
z04480_y03840_x03968,0,14.40
z04480_y03840_x04096,0,14.33
z04480_y03840_x03072,0,19.64
z04480_y03840_x02944,0,23.35
z04480_y03328_x01920,0,118.25
z04480_y03840_x03200,0,25.36
z04480_y03840_x03328,0,26.71
z04480_y03840_x03840,0,25.36
z04480_y03840_x03712,0,26.89
z04480_y03840_x02688,0,33.70
z04480_y03968_x01664,0,23.39
z04480_y03584_x01536,0,84.11
z04480_y03840_x02176,0,37.52
z04480_y03840_x02560,0,37.07
z04480_y03840_x03456,0,32.27
z04480_y03712_x01792,0,62.76
z04480_y03968_x01536,0,29.25
z04480_y03840_x02304,0,40.13
